row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak height,20260428_CVOL_Group_02_1F12_2.mzML Peak height,20260428_CVOL_Group_02_1F12_3.mzML Peak height,20260428_CVOL_Group_02_1F12_4.mzML Peak height,20260428_CVOL_Group_02_Control_LB.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260428_CVOL_Group_02_QC_01.mzML Peak height,20260428_CVOL_Group_02_QC_02.mzML Peak height,20260428_CVOL_Group_02_QC_03.mzML Peak height,20260428_CVOL_Group_02_QC_04.mzML Peak height,20260428_CVOL_Group_02_QC_05.mzML Peak height,20260428_CVOL_Group_02_QC_06.mzML Peak height,20260428_CVOL_Group_02_R47_1.mzML Peak height,20260428_CVOL_Group_02_R47_2.mzML Peak height,20260428_CVOL_Group_02_R47_3.mzML Peak height,20260428_CVOL_Group_02_R47_4.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
79,430.2010043624673,0.63748676,,,,,,,,,,,5679847.5,5925049.5,5305424.5,6052406.0,4932660.0,5285027.5,4729120.5,4494362.0,5224730.0,4701878.5,4457056.0,3843141.5,3535825.8,5066091.0,4592868.0,4977363.5,4513485.0,5116391.0,4926953.0,3934450.8,4565840.0,4269592.0,5404662.5,0,
80,344.24325422358106,0.6391409,,,,,,,,,,,1.1000391E7,4694707.5,9601864.0,1.428773E7,0,7502815.0,6324675.5,4458069.5,5710145.0,4719129.0,8347731.5,9465291.0,1.071042E7,6952856.0,6691913.0,7542074.5,6870688.5,7598968.5,7039780.0,6119053.5,4253372.0,5100319.0,5943820.5,0,
81,330.263867382778,0.63952273,,,,,,,,,,,8085482.0,3731877.2,7206351.0,1.0711763E7,0,4785564.5,4331174.0,3435249.5,4323500.5,3814922.8,6032940.5,6826217.0,7700462.0,5215273.0,5168766.5,5813033.5,5258513.5,5575619.0,4943148.5,4205448.5,3046072.5,3970490.2,4643543.5,0,
82,378.2366769923847,0.63984036,,,,,,,,,,,4013226.2,4858841.0,3867315.8,4156902.2,8359567.5,5440635.5,4475621.0,4344975.5,4778331.0,3723289.0,3834369.0,2952438.5,2825211.2,3760739.8,3946849.8,4177142.8,3763237.5,4280114.5,3902854.0,3833318.8,4575642.0,4527172.5,5140545.5,0,
83,264.1596090029244,0.64102566,,,,,,,,,,,4219556.5,4338851.0,3870286.5,4595960.5,6539263.5,4600419.0,4765824.5,3881144.2,4475658.5,4195526.5,3940050.0,3315948.5,3234752.2,3524255.8,3389216.5,4174449.0,3630979.2,4147411.0,4035585.5,3983143.5,3991536.5,4213386.5,4588807.0,0,
84,564.3595775688649,0.64718056,,,,,,,,,,,2256464.8,1835292.1,2150306.5,2537758.0,1798481.5,2449704.8,1848698.1,2060113.0,2252028.8,1785528.6,1859015.6,1609290.8,2107372.2,2454955.5,2742782.2,2405271.5,2638993.5,2420395.0,2444555.0,5424787.0,2124031.5,3574353.2,2417367.5,0,
85,271.2017671491932,0.64356387,,,,,,,,,,,2962835.5,2814700.8,3056292.5,3312072.0,3956673.8,3289266.0,3175832.5,2989988.8,3014080.0,2751620.8,2890753.2,2666229.0,2781099.8,2705517.8,3152332.5,3029124.0,2657694.5,2716713.0,2830743.0,2966986.2,2855581.5,2708330.8,3171535.5,0,
86,356.254472958349,0.6459241,,,,,,,,,,,7.111378E7,6.635067E7,6.948659E7,7.512897E7,1.1904408E8,7.653015E7,7.349585E7,7.2065864E7,7.5331736E7,6.578406E7,7.826449E7,6.036833E7,5.845071E7,7.269388E7,7.448342E7,7.578742E7,6.0996028E7,7.0475624E7,6.3603308E7,6.6090252E7,6.82368E7,6.833958E7,7.793717E7,0,
87,390.2388382045174,0.6483901,,,,,,,,,,,1.2307457E7,1.1682647E7,1.2041956E7,1.276056E7,1.97266E7,1.27336E7,1.3492028E7,1.324903E7,1.363352E7,1.1960468E7,1.3639776E7,1.0870389E7,1.02219E7,1.2631829E7,1.3041895E7,1.3176655E7,1.0525677E7,1.182373E7,1.1182045E7,1.1156044E7,1.2524942E7,1.2142498E7,1.3115568E7,0,
88,376.2230688068004,0.6536851,,,,,,,,,,,5730949.0,6118180.5,5629473.0,5773501.0,1.1961736E7,5568676.5,6256035.5,6151235.5,6726377.5,5192304.5,6749538.0,5338626.5,5053228.0,6481070.0,6685256.0,6190484.5,5387435.5,5783000.0,5554543.0,5112062.5,6226551.0,5090820.5,5931643.5,0,
89,476.3072942626852,0.6553219,,,,,,,,,,,2588527.5,1518220.8,2479295.5,0,2490870.8,2721322.8,2270863.5,2747855.2,3073553.0,1492803.4,1740614.4,2012638.9,2189618.2,3442872.8,3738184.0,3317857.5,3009801.8,3010695.8,3333921.8,1.2269199E7,2507815.5,4146212.0,2701557.8,0,
90,245.12857138451685,0.65501827,,,,,,,,,,,1.3242887E8,1.5378434E8,1.2751275E8,1.6142712E8,1.6992066E8,1.4507008E8,1.42877E8,1.4496181E8,1.3941366E8,1.372558E8,1.4420626E8,1.2435126E8,1.2185114E8,1.2518092E8,1.2558973E8,1.4147656E8,1.3441082E8,1.2946016E8,1.4146098E8,1.259459E8,1.404254E8,1.359161E8,1.45455E8,0,
91,227.18343273023177,0.66203403,,,,,,,,,,,6244525.0,4520110.0,6149565.5,4851182.5,0,3494589.2,4319498.0,6362037.0,3875117.0,2324174.5,2697591.2,5086610.5,3940888.2,5015561.5,5159408.0,3995584.2,4479479.0,4552832.0,4361315.5,6911029.0,6024305.0,2558296.2,4778660.0,0,
92,520.3332860098291,0.6544395,,,,,,,,,,,2880362.8,1898712.4,2784431.8,0,2248837.2,2854583.2,2105515.5,2608595.8,3032266.8,1705857.6,2256372.2,1939509.8,2280606.5,3196408.0,3408416.8,3144697.2,3120022.8,2730633.2,2836114.0,8831138.0,2643837.0,3954556.5,2774285.2,0,
93,181.0972230113015,0.6569737,,,,,,,,,,,2.5023762E7,2.335659E7,2.256584E7,2.674468E7,2.1428034E7,2.1775112E7,2.4115628E7,1.9233086E7,2.322469E7,2.111772E7,2.4130096E7,1.9434062E7,2.1222882E7,2.1888854E7,2.0789274E7,2.2958744E7,2.1825906E7,2.0266088E7,1.957119E7,1.88794E7,2.3541028E7,2.2917334E7,2.3888124E7,0,
94,342.23876090482105,0.6593145,,,,,,,,,,,1.9753576E7,2.3546104E7,2.2100732E7,1.740297E7,2.6207724E7,2.1990538E7,2.0263032E7,2.101551E7,2.4056132E7,1.812037E7,2.4740342E7,1.9568802E7,1.983026E7,2.3051614E7,2.4280072E7,2.0008106E7,1.9897326E7,1.9832206E7,2.0628792E7,1.803968E7,2.14154E7,1.9929244E7,2.1199122E7,0,
95,244.1911518895518,0.6593017,,,,,,,,,,,2.1394756E7,1.5409304E7,2.0992998E7,1.6532891E7,2223857.5,1.2074034E7,1.4049029E7,2.0053998E7,1.273675E7,1.0009636E7,8563861.0,1.8701816E7,1.2970622E7,1.2856442E7,1.7276356E7,1.5046069E7,1.614719E7,1.6375801E7,1.653454E7,2.7088694E7,2.0510122E7,8065172.5,1.5292577E7,0,
96,180.174781237239,0.6627121,,,,,,,,,,,4453362.0,3745685.5,5442573.0,3977259.0,0,3607984.5,3913385.5,5147511.0,3131369.8,0,2555051.0,4348029.5,3882548.2,4550099.0,4849835.5,3591476.2,3581796.2,3295476.0,3782138.0,5980585.0,4991611.0,1973958.1,4447385.0,0,
97,374.2108096374067,0.66859597,,,,,,,,,,,3998642.0,4813201.0,4141313.8,3428519.5,6259588.5,4313522.5,3858656.0,4501557.5,4390750.0,3365722.2,4350034.0,3643730.0,3619485.2,4301351.0,4442258.5,4003926.8,3543351.8,3595277.2,3803197.2,3316905.2,3957932.8,3876793.0,4157109.8,0,
98,216.10206329063163,0.6690518,,,,,,,,,,,4990725.5,5856107.5,4905836.5,4859678.0,1.0267463E7,6122798.5,5629775.5,6077455.0,6785992.5,5345093.5,6679964.5,5859289.0,5614063.0,6221714.5,6645716.0,5947496.0,5678527.0,5181298.5,5936530.0,4608522.0,5260357.5,5887737.5,6002176.5,0,
99,473.27627089670057,0.6714908,,,,,,,,,,,1.3601856E7,1.7918532E7,1.5684568E7,1.3132332E7,2.6522584E7,1.7023744E7,1.4157122E7,1.5483439E7,1.6940396E7,1.3226864E7,1.6488608E7,1.2915408E7,1.3707285E7,1.6353881E7,1.6306802E7,1.643107E7,1.3224693E7,1.287481E7,1.5306473E7,1.121283E7,1.3318946E7,1.5119915E7,1.4657729E7,0,
100,229.10058763616672,0.6728839,,,,,,,,,,,3.1409398E7,3.7251956E7,3.0559628E7,3.1112404E7,2.6309004E7,2.7852728E7,2.7298548E7,3.3992284E7,2.8911128E7,2.519998E7,2.6708238E7,2.5247138E7,2.2571548E7,2.5744138E7,2.7643842E7,2.86985E7,2.932322E7,2.6551802E7,3.2374024E7,2.9103582E7,2.5848814E7,2.5720806E7,2.363315E7,0,
101,406.1949207904932,0.6777296,,,,,,,,,,,4089307.2,5820150.5,4546216.5,4209901.5,5250473.5,5568665.0,4267476.0,5711459.5,5670677.0,4019039.5,4320670.5,0,3393006.5,4058001.2,3926234.5,4952696.0,3724604.8,3505363.2,4761954.5,3877050.0,5129205.5,4858376.5,4703606.0,0,
102,384.21305542784324,0.68035245,,,,,,,,,,,4.0990388E7,4.893452E7,4.563308E7,4.1101224E7,4.681082E7,5.163579E7,4.0830156E7,5.0230132E7,4.8515892E7,3.8357444E7,3.969472E7,3.2271626E7,3.3518134E7,3.964496E7,3.6946996E7,4.7520656E7,3.865343E7,3.3710824E7,4.760577E7,3.571803E7,3.8900484E7,4.2731264E7,3.824451E7,0,
103,453.307419696941,0.681584,,,,,,,,,,,1.388022E8,1.5793027E8,1.4606995E8,1.3647669E8,1.4710525E8,1.6389E8,1.3500818E8,1.69855E8,1.4996331E8,1.2522821E8,1.3296568E8,1.1033581E8,1.1305505E8,1.3487184E8,1.2404271E8,1.6514166E8,1.3915643E8,1.1539387E8,1.5201562E8,1.18585656E8,1.2787921E8,1.4193758E8,1.2100543E8,0,
104,487.29181879386755,0.6816446,,,,,,,,,,,3.0495072E7,3.7010496E7,3.302086E7,3.0554984E7,3.1044478E7,3.7606496E7,2.9403498E7,3.7298396E7,3.4263744E7,2.828896E7,3.0557916E7,2.3977412E7,2.6189654E7,3.0629382E7,2.621798E7,3.7109676E7,2.9870724E7,2.4987416E7,3.414273E7,2.7050504E7,2.9554596E7,3.2693518E7,2.8056708E7,0,
105,475.2893352936377,0.6823625,,,,,,,,,,,1.5097864E7,1.8577678E7,1.6245243E7,1.3756054E7,1.4398762E7,1.7764726E7,1.4633517E7,2.0985636E7,1.704508E7,1.3472894E7,1.399715E7,1.154075E7,1.1834534E7,1.4205608E7,1.2451053E7,1.6494265E7,1.4888544E7,1.315619E7,1.6544539E7,1.3354189E7,1.444736E7,1.5682083E7,1.3710712E7,0,
106,151.08667267364385,0.6853839,,,,,,,,,,,7413367.5,7080638.0,8584710.0,1.0640183E7,4.697588E7,9202019.0,8821929.0,9905539.0,8333058.5,6589689.5,7240809.5,7257579.0,7839526.0,9529197.0,9557860.0,1.1516045E7,1.0329785E7,1.0095918E7,1.2074135E7,8677057.0,8642883.0,8646187.0,7848636.5,0,
107,257.18598923102286,0.68807346,,,,,,,,,,,1.4737312E7,1.4799616E7,1.4606986E7,1.4127629E7,1.4457625E7,1.4720909E7,1.5034796E7,1.7750952E7,1.3722697E7,1.1237255E7,1.2668262E7,1.215061E7,1.1137384E7,1.2488325E7,1.2703633E7,1.3918599E7,1.3474369E7,1.2932289E7,1.5474783E7,1.2834409E7,1.2315778E7,1.2471055E7,1.1298357E7,0,
108,439.291792840181,0.69142497,,,,,,,,,,,4.819697E7,4.501031E7,4.806428E7,4.5397376E7,4.1760584E7,4.805492E7,4.6889436E7,5.714671E7,4.397307E7,3.41707E7,4.0802076E7,3.872119E7,3.9737276E7,4.0874424E7,4.4872196E7,4.969788E7,4.733361E7,4.3781996E7,4.5029716E7,4.4632004E7,4.2333556E7,3.9516384E7,3.5584692E7,0,
109,195.1131037877877,0.69146925,,,,,,,,,,,1.4766281E7,1.5551396E7,1.420513E7,1.4821407E7,1.267671E7,1.2733434E7,1.3376178E7,1.5940023E7,1.3875775E7,1.125965E7,1.2728946E7,1.1586919E7,1.1949804E7,1.1633102E7,1.2899871E7,1.3783049E7,1.3763533E7,1.3058588E7,1.430656E7,1.4947882E7,1.2274672E7,1.1910954E7,1.148996E7,0,
110,626.3304856246192,0.6918265,,,,,,,,,,,6937379.5,7481480.5,7593690.0,6867467.5,9981961.0,6844318.0,6911848.5,8347995.5,6959664.0,5964478.5,6100542.0,5924470.5,6277170.5,6493030.0,6850855.0,7792161.5,7845037.0,6729616.5,6844701.5,6954459.5,5970032.0,6275340.0,5410178.0,0,
111,144.0478299522202,0.69267833,,,,,,,,,,,1.1251418E7,1.0663096E7,1.13962E7,1.0404533E7,1.1560296E7,1.1814246E7,1.2627944E7,1.3098314E7,1.1552315E7,9196920.0,1.1461528E7,1.1467492E7,1.1446935E7,1.0499362E7,1.0810279E7,1.1147858E7,1.0735531E7,1.1332212E7,1.1907525E7,1.2109149E7,1.1289223E7,1.0582305E7,1.1034671E7,0,
112,291.17035118124454,0.69659895,,,,,,,,,,,8673870.0,7908351.5,7661374.5,7364086.0,6953870.0,6951797.0,7585111.0,9436272.0,6645824.5,4492132.5,6276432.5,5552614.5,5639833.5,6333610.5,6820254.5,7074766.0,6548704.5,6756624.5,6823311.0,6775984.0,6044313.0,5800997.5,5875005.5,0,
113,363.1948108245752,0.6979406,,,,,,,,,,,1.1482702E7,1.0641614E7,9963240.0,7726749.5,0,2374238.5,2994663.8,3527652.8,2062308.8,2245088.0,2819264.5,2415018.5,2470994.0,3794521.8,4399950.0,4493660.5,4478207.5,4222388.0,4578596.5,3164407.8,2639777.0,2640188.5,2614345.0,0,
114,233.13191694855874,0.6972469,,,,,,,,,,,1.2421073E7,1.067044E7,1.0031878E7,8176909.5,0,2511995.8,3291312.0,3760307.0,2220883.2,0,3168938.8,2593202.5,2701657.0,3565486.0,4772533.5,4464033.5,4390487.5,4545354.5,4537967.5,3018898.0,3050003.5,2799914.2,2641602.0,0,
115,471.26362460178206,0.7049141,,,,,,,,,,,1.0154858E7,8866178.0,9540976.0,8376369.5,1.0959169E7,7960240.5,1.0352353E7,1.0422662E7,9555928.0,7212248.0,8376481.0,7416529.0,7977097.0,7549304.0,1.0361988E7,7992734.5,9013154.0,9253646.0,8932758.0,9129494.0,8283249.0,7872307.5,7258041.5,0,
116,120.04460941722219,0.7060909,,,,,,,,,,,1.3677949E8,1.5242398E8,1.1766502E8,1.578795E8,8426516.0,4.2306064E7,5.7952896E7,8.712162E7,3.1567894E7,3.708548E7,4.069559E7,2.1943556E7,5.6366496E7,6.9656104E7,7.844851E7,6.2659024E7,6.427385E7,7.383354E7,7.16867E7,7.267521E7,5.675695E7,7.807695E7,5.508224E7,0,
117,138.05501286163363,0.7060909,,,,,,,,,,,5.756958E7,6.4235612E7,4.8636184E7,6.5309624E7,4379332.0,1.7494668E7,2.4235424E7,3.702445E7,1.3114773E7,1.5652178E7,1.7251642E7,9299510.0,2.3950322E7,2.7772042E7,3.1855394E7,2.5480996E7,2.6200824E7,3.0702244E7,2.9738502E7,2.9818192E7,2.3579914E7,3.2327858E7,2.3866332E7,0,
118,151.03253550731506,0.7100595,,,,,,,,,,,0,0,0,0,0,5505529.5,5569980.0,4241482.5,1.0268651E7,9246204.0,9960171.0,1.0650527E7,8726937.0,5207791.5,5810875.0,4749536.5,5000970.5,5584843.0,5826290.5,5865653.5,7019529.0,7688604.5,5881820.5,0,
119,354.23880359854564,0.7104481,,,,,,,,,,,5571174.5,5445519.5,5489876.5,5057902.0,8558661.0,4745719.0,5633115.0,5452811.5,6128665.0,4522199.0,4705389.0,4159971.8,4528114.0,5810515.0,5997315.5,4524294.5,4789725.5,5292324.5,5054650.0,5057497.5,4872493.5,4323404.0,4261088.0,0,
120,457.24789525170667,0.7175304,,,,,,,,,,,8086349.0,8742193.0,7955851.5,7603204.5,9786234.0,7928616.0,8918797.0,7678566.5,1.010162E7,7106852.0,7893299.5,6964227.5,6829527.0,8629874.0,8857236.0,7198615.0,6854459.5,7846580.5,8648989.0,7447555.5,8516852.0,7081871.5,6916447.5,0,
121,216.15951759853553,0.7194034,,,,,,,,,,,3911640.0,2014184.8,3717041.2,5323954.5,0,2783181.5,7338599.0,5763564.5,3877813.5,1856955.1,2138242.5,3188658.2,3757898.8,4616822.0,4396534.0,3904326.0,3903111.0,4026644.0,4260912.0,7821151.0,5603862.5,5535167.5,4063032.5,0,
122,198.14859971626572,0.71942973,,,,,,,,,,,8522662.0,4213506.5,8126086.0,1.0517491E7,0,6439838.5,1.4731954E7,1.1271327E7,8012901.0,2963938.8,3440533.2,5823891.0,7167771.0,9383735.0,8982927.0,7585852.0,8012264.0,8233023.0,8789282.0,1.5740525E7,1.1213896E7,1.0351461E7,8484933.0,0,
123,198.07430220750445,0.7211823,,,,,,,,,,,0,0,0,0,0,1743675.1,2958939.8,2281421.5,2069989.1,3.9876628E7,4.0577E7,3.967335E7,3.1892836E7,1.9092914E7,1.7031856E7,1.6513191E7,1.5683015E7,1.7186406E7,1.7196582E7,4.053928E7,3.538292E7,3.877244E7,2.737134E7,0,
124,197.07122864670302,0.72116494,,,,,,,,,,,0,0,0,0,0,1.4583774E7,2.5170694E7,2.083768E7,1.959936E7,3.3149434E8,3.3336413E8,3.252691E8,2.7485235E8,1.6658893E8,1.5312421E8,1.4116846E8,1.3420781E8,1.4434275E8,1.4950749E8,3.3924317E8,2.9882454E8,3.2262822E8,2.4121771E8,0,
125,185.12854151546853,0.7284167,,,,,,,,,,,5031591.0,5854604.0,5447301.5,6109377.5,6730136.0,5198239.5,6109686.0,6009247.5,7229032.0,5466216.0,4982672.0,5166661.5,4878054.5,5749304.0,5246668.5,5394616.0,4922445.5,5535732.0,4571538.0,5035872.0,5407186.0,5622539.5,6045102.5,0,
126,666.3616412850356,0.7379032,,,,,,,,,,,6603260.0,8820916.0,9233579.0,6803372.0,0,1.0570522E7,1.2231354E7,1.1536265E7,1.4468787E7,1.2306204E7,1.1277331E7,1.1564244E7,1.0664542E7,1.3240014E7,9702149.0,1.1728202E7,9106453.0,1.0047765E7,8954090.0,9249978.0,1.0687532E7,9359672.0,1.1444018E7,0,
127,195.12286147579167,0.73913974,,,,,,,,,,,4836416.5,5488649.5,4671588.5,6306381.0,2461208.8,4733278.0,5017767.0,4189543.2,5187241.5,4936931.5,6023324.5,3889016.5,3968608.8,2.2820098E7,1.790695E7,2.2563646E7,1.8222928E7,2.051478E7,1.6625702E7,5830892.5,4625221.5,6268178.0,4241769.5,5987885.5,
128,165.10232070435907,0.74372184,,,,,,,,,,,6739706.5,7553009.5,7057267.0,6768635.0,8260088.5,7192357.5,6847010.0,6770604.5,7345880.0,7036210.0,6485835.5,6436683.5,6660013.5,7245611.5,5779935.5,6387309.5,5773323.0,6433824.5,6132864.5,5990847.5,6891277.0,6165709.0,6468132.5,0,
129,524.2872660768484,0.74811554,,,,,,,,,,,3072262.5,3573987.5,3089821.0,2792444.5,5679589.0,2905203.8,2649912.5,2395254.5,3030148.2,3064809.5,2961181.0,2489306.8,2633065.2,3199877.5,2443718.2,2906480.2,2347479.8,2700651.2,2583328.2,2509385.5,2834806.2,2253261.5,2680443.0,0,
130,328.2228394228233,0.7477862,,,,,,,,,,,4011021.8,5074940.5,4668671.5,4313770.5,5241743.0,5312407.5,5221585.0,4262192.5,5469027.5,4720575.5,4381479.5,4066891.0,4379838.0,4845075.0,3769856.2,4370092.5,3960633.8,4172078.8,3891371.2,3927496.2,4478356.0,4054728.2,4199049.0,0,
131,370.23368437057906,0.7477059,,,,,,,,,,,4073170.0,5004923.0,4374900.0,4098700.5,6253157.5,4806028.5,4818857.5,3907094.8,5311685.0,4434136.5,4225483.0,3918990.5,4125163.8,4747633.5,3838116.8,4162250.2,3752084.5,4347072.5,3836729.2,3959598.5,4342465.0,3827333.2,3695896.2,0,
132,202.14378670167574,0.7502081,,,,,,,,,,,3597563.0,1734984.9,2939696.8,4439088.5,0,2169920.2,2291191.0,1891461.8,1985867.4,1768291.0,1931338.2,2737718.8,3645372.5,2399206.0,2259757.2,2261965.8,2161365.8,2339096.5,2154733.8,2415474.5,1787913.8,1955833.8,1852623.1,0,
133,184.1332836321496,0.7540193,,,,,,,,,,,7448753.5,3240950.8,6521064.0,9396832.0,0,4511194.5,5427076.5,4095748.8,4202390.5,3919075.8,4128362.5,5907840.5,7789453.5,4859088.0,4819127.0,5063357.5,4717504.5,4354360.5,4862131.5,5265948.0,4279184.5,4219258.5,3820279.5,0,
134,272.25852505757246,0.74306154,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1708874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4158514.5,
135,316.3209614543771,0.75510323,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545609.9,
136,174.11253088149138,0.7556511,,,,,,,,,,,7112170.0,7158114.5,6100769.5,7723545.5,2909832.0,8770795.0,7767160.0,9134667.0,9361426.0,9804339.0,9007690.0,9320815.0,1.1319729E7,8240185.5,7545312.0,8501492.0,7028526.0,6604047.0,7493302.5,7072994.0,9571461.0,8208405.5,7227982.5,0,
137,193.09732244024374,0.7558077,,,,,,,,,,,4804338.5,4628045.5,4691500.0,4835194.5,5027937.5,4975758.0,4592017.0,4240772.0,4718686.5,4825333.5,4810410.0,4172515.0,4720089.5,4407723.5,3786033.0,4449228.0,3952258.0,4175314.8,4048582.8,4495983.0,4460158.0,4237162.0,4156286.5,0,
138,169.09721771082727,0.7624367,,,,,,,,,,,2.0480208E7,1.8532096E7,1.676313E7,2.2932578E7,2.6443098E7,1.899581E7,1.7222026E7,1.8212496E7,1.7671086E7,1.5778391E7,1.6997874E7,1.7102586E7,2.0703676E7,1.7274266E7,1.6023307E7,1.9125406E7,1.5915163E7,1.6787238E7,1.7537822E7,1.8469662E7,1.9406448E7,1.735524E7,1.8363436E7,0,
139,511.2556246145832,0.7657229,,,,,,,,,,,1.0838617E8,8.52254E7,8.551454E7,9.795615E7,9.0873464E7,8.142599E7,7.87978E7,8.101714E7,7.757942E7,7.331556E7,9.490508E7,6.727605E7,7.270352E7,8.290943E7,7.88719E7,8.4235416E7,9.009069E7,9.173869E7,8.101002E7,8.012161E7,7.986997E7,7.215798E7,8.002494E7,0,
140,152.07065268836104,0.7702152,,,,,,,,,,,6193695.5,6155965.0,6236479.5,6718270.5,6035628.5,5833724.0,6288960.5,6501702.0,6087862.5,5975282.0,5854775.5,6164755.0,6159006.5,5519898.5,5584387.5,6310855.0,5728012.0,5541577.5,5256837.5,6200825.5,6325213.0,6595368.5,6297765.5,0,
141,164.0705787137261,0.7728409,,,,,,,,,,,3597535.5,3399565.0,3616157.0,3944314.5,5435062.0,3733741.5,4022035.2,3773433.5,3814337.8,3184704.8,3501069.0,3062711.2,3426935.0,3165417.8,3292069.2,3233170.5,3713522.8,3509874.5,3409695.2,3683183.0,3602413.8,3642781.5,3793379.0,0,
142,284.139400779319,0.7732211,,,,,,,,,,,3.1918926E7,2.9447942E7,2.5288222E7,3.277603E7,3.5923544E7,2.6065904E7,2.7538502E7,2.8854706E7,2.6874712E7,2.6020742E7,2.7296418E7,2.1407392E7,2.5485208E7,2.6372632E7,2.493207E7,2.7951868E7,2.6057464E7,2.812954E7,2.7666006E7,2.70696E7,2.5420426E7,2.641185E7,3.1815926E7,0,
143,130.06523863622627,0.77368814,,,,,,,,,,,5598976.0,5036353.0,4979197.5,5244228.5,4210805.0,4216580.0,4672657.0,4464317.5,4370756.5,4255120.0,4573131.5,3649211.0,3909470.2,4395529.5,4049074.2,4302150.0,4710480.5,4849769.5,4389918.0,4418570.5,4154741.8,4312540.5,5047863.5,0,
144,341.1244600968679,0.7741159,,,,,,,,,,,4905028.5,4111312.0,3815385.8,4315643.5,6078671.5,3592320.0,4287439.5,3918555.8,3764755.8,3983337.8,3942943.5,2913913.8,3193444.0,3549029.2,3714270.2,3716605.5,4078665.0,3885462.2,3702311.8,3951996.0,3404576.0,3733936.8,4447705.5,0,
145,160.0757432716678,0.7812762,,,,,,,,,,,3.8388486E8,3.4865606E8,3.1670374E8,3.3578227E8,1777672.8,2.1779536E8,2.731991E8,2.484091E8,2.3122558E8,2.6078718E8,2.4221002E8,2.1821802E8,2.318918E8,2.4157467E8,2.3360338E8,2.387064E8,2.4482758E8,2.4703522E8,2.5870368E8,2.5003253E8,2.6460562E8,2.6124354E8,2.8370022E8,0,
146,188.07411234989874,0.785091,,,,,,,,,,,5164000.0,5187711.5,4562837.5,4174618.2,5037560.5,4112648.5,5026160.5,4203837.5,4248157.5,4867747.0,4434162.0,4449091.0,4146400.5,4145003.0,3818609.2,4502601.0,4321114.5,4068354.2,4434905.5,4282576.0,4749066.5,4548909.5,4949410.5,0,
147,258.1237830644042,0.7959724,,,,,,,,,,,4884692.0,5477802.0,5055965.5,4645072.0,6253177.0,4326981.5,4570133.0,4377763.0,4019386.2,4516472.0,3872426.8,3704842.2,4347145.0,3856800.5,4133708.5,3864391.5,4668626.0,4425038.5,4513655.0,4286196.5,5159493.0,5110932.0,5126509.0,0,
148,320.17155078774147,0.7952688,,,,,,,,,,,9630845.0,8252648.0,5554810.0,6526057.0,0,0,0,0,0,0,0,0,0,1323029.1,1553688.1,1259738.9,1679397.2,1635935.0,1568705.9,0,0,0,0,0,
149,201.10229594817412,0.796166,,,,,,,,,,,2.7144548E7,2.8509898E7,2.7905796E7,2.599646E7,0,2.4127626E7,2.749275E7,2.6962384E7,2.4331944E7,2.7761436E7,2.3801114E7,2.5138288E7,2.7399186E7,2.2484092E7,2.2879658E7,2.0542808E7,2.5680972E7,2.4449104E7,2.556534E7,2.4889188E7,2.7957182E7,2.8490954E7,3.130599E7,0,
150,356.2179693889586,0.7983894,,,,,,,,,,,5473126.5,6498360.5,6045992.0,5514648.0,6973121.0,7036862.5,6992338.0,6528564.5,6648790.0,6708979.5,6203827.5,6440418.5,6875580.5,5600703.0,6103598.5,6204471.0,7387749.0,6634548.0,6405127.5,5875027.5,7538472.5,7485942.0,7789695.5,0,
151,429.2498132159984,0.7991963,,,,,,,,,,,5390893.0,6240137.0,5442573.5,5624340.0,6597981.5,5249086.0,4639808.0,4947006.5,4759745.5,5105804.5,4518118.5,4365978.5,4956467.0,4317635.0,4705599.0,4886099.0,5389297.5,5052071.0,5109190.5,4487738.5,5634565.0,5587934.0,6016400.0,0,
152,425.27580333014095,0.8540787,,,,,,,,,,,5784461.5,7651406.5,6332642.0,7954126.0,6607849.5,8905579.0,8343186.5,8482122.0,9726691.0,8667044.0,7728687.0,1.1298618E7,9585750.0,9192450.0,1.0664783E7,9532967.0,5479693.5,4749501.5,8756019.0,7568538.5,8161248.5,7501187.0,9926384.0,0,
153,173.0709755388244,0.80452776,,,,,,,,,,,5215928.0,5200327.0,5459352.0,5242539.5,5780969.0,7300029.5,6595252.0,6872500.5,7195718.0,7386442.0,6957335.5,6922342.0,6774048.5,7723894.0,8129395.0,8617018.0,9538521.0,8282466.5,8920133.0,6183186.5,7432596.5,7004707.0,7779577.5,0,
